"index","species","status","error"
3443,"Persicaria filiformis",NA,"No data for Canada"
3444,"Corylus avellana",1,NA
3445,"Amia calva",NA,"No data for Canada"
3446,"Condylolomia participialis",0,NA
3447,"Urophora stylata",NA,"In argument: `subnationCode == ""QC""`."
3448,"Temnothorax curvispinosus",0,NA
3449,"Lepturges symmetricus",0,NA
3450,"Baileya ophthalmica",0,NA
3451,"Epinotia nisella",0,NA
3452,"Acrobasis angusella",0,NA
3453,"Zanclognatha laevigata",0,NA
3454,"Microglossum rufum",0,NA
3455,"Catocala grynea",0,NA
3456,"Hemistropharia albocrenulata",0,NA
3457,"Achatodes zeae",0,NA
3458,"Lycopus virginicus",0,NA
3459,"Phalaropus lobatus",0,NA
3460,"Prenolepis imparis",0,NA
3461,"Melanoplus sanguinipes",0,NA
3462,"Tachypompilus ferrugineus",NA,"No data for Canada"
3463,"Nemotaulius hostilis",0,NA
3464,"Euxoa tessellata",0,NA
3465,"Forsythia suspensa",1,NA
3466,"Datura innoxia",NA,"No matching species"
3467,"Xylopinus saperdoides",0,NA
3468,"Hellinsia homodactylus",0,NA
3469,"Falco rusticolus",0,NA
3470,"Anas rubripes x platyrhynchos",NA,"Results is empty"
3471,"Hypomyces lactifluorum",0,NA
3472,"Chrysopilus modestus",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3473,"Monomorium pharaonis",1,NA
3474,"Dicerca divaricata",0,NA
3475,"Coleophora trifolii",1,NA
3476,"Tychius stephensi",1,NA
3477,"Phigalia strigataria",0,NA
3478,"Anthrenus fuscus",1,NA
3479,"Ampedus nigricollis",0,NA
3480,"Symplecta cana",0,NA
3481,"Loxocera cylindrica",0,NA
3482,"Pluteus petasatus",0,NA
3483,"Hypopitys monotropa",NA,"No matching species"
3484,"Spiraea tomentosa",0,NA
3485,"Olethreutes exoletum",0,NA
3486,"Apantesis nais",0,NA
3487,"Myrmica rubra",1,NA
3488,"Taraxacum erythrospermum",NA,"No matching species"
3489,"Phlebia coccineofulva",0,NA
3490,"Mythimna oxygala",0,NA
3491,"Xanthoria parietina",0,NA
3492,"Euphorbia nutans",1,NA
3493,"Carex spicata",1,NA
3494,"Neoxabea bipunctata",0,NA
3495,"Celticecis spiniformis",NA,"Results is empty"
3496,"Tetraneura nigriabdominalis",NA,"No matching species"
3497,"Veronica chamaedrys",1,NA
3498,"Anasimyia bilinearis",0,NA
3499,"Plusia venusta",0,NA
3500,"Lymnaea stagnalis",0,NA
3501,"Zonitis bilineata",0,NA
3502,"Calidris himantopus",0,NA
3503,"Omophron americanum",0,NA
3504,"Tegenaria domestica",1,NA
3505,"Sarosesthes fulminans",0,NA
3506,"Heptagenia marginalis",0,NA
3507,"Metalimnobia triocellata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3508,"Phellinopsis conchata",0,NA
3509,"Zavrelimyia sinuosa",0,NA
3510,"Acer campestre",1,NA
3511,"Parogonum ciliinode",NA,"Results is empty"
3512,"Daedaleopsis confragosa",0,NA
3513,"Allium cristophii",NA,"Results is empty"
3514,"Lonicera maackii",1,NA
3515,"Chytonix palliatricula",0,NA
3516,"Acrobasis stigmella",0,NA
3517,"Eulithis prunata",1,NA
3518,"Argyrotaenia juglandana",0,NA
3519,"Cardamine pensylvanica",0,NA
3520,"Lebia solea",0,NA
3521,"Golovinomyces montagnei",NA,"Results is empty"
3522,"Golovinomyces asperifolii",NA,"Results is empty"
3523,"Enallagma aspersum",0,NA
3524,"Salix nigra",0,NA
3525,"Euphorbia myrsinites",1,NA
3526,"Trifolium arvense",1,NA
3527,"Agonopterix thelmae",0,NA
3528,"Pleurophorus caesus",1,NA
3529,"Hypera postica",1,NA
3530,"Anotylus rugosus",1,NA
3531,"Cerceris rufopicta",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3532,"Corylus americana",0,NA
3533,"Pyxine sorediata",0,NA
3534,"Colletotrichum trichellum",NA,"Results is empty"
3535,"Physella acuta",0,NA
3536,"Psathyrella bipellis",0,NA
3537,"Hylotelephium telephium",1,NA
3538,"Potentilla intermedia",1,NA
3539,"Lotus tenuis",1,NA
3540,"Eisenia fetida",NA,"No matching species"
3541,"Solidago juncea",0,NA
3542,"Perispasta caeculalis",0,NA
3543,"Eristalis anthophorina",0,NA
3544,"Telamona maculata",0,NA
3545,"Pococera expandens",0,NA
3546,"Macaria coortaria",0,NA
3547,"Papaipema pterisii",0,NA
3548,"Carex comosa",0,NA
3549,"Steatoda grossa",1,NA
3550,"Pterophylla camellifolia",0,NA
3551,"Lomographa semiclarata",0,NA
3552,"Anas carolinensis",NA,"No matching species"
3553,"Oecetis cinerascens",0,NA
3554,"Pyractomena borealis",0,NA
3555,"Ponera pennsylvanica",0,NA
3556,"Proxenus miranda",0,NA
3557,"Parmelia sulcata",0,NA
3558,"Asilus flavofemoratus",NA,"Results is empty"
3559,"Psychoda alternata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3560,"Neofavolus alveolaris",0,NA
3561,"Hadromorphus inflatus",0,NA
3562,"Exetastes suaveolens",NA,"Results is empty"
3563,"Aphaenogaster picea",0,NA
3564,"Ectemnius ruficornis",0,NA
3565,"Primula vulgaris",NA,"Results is empty"
3566,"Mystacides interjectus",0,NA
3567,"Polia purpurissata",0,NA
3568,"Tortricidia flexuosa",0,NA
3569,"Leucrocuta minerva",0,NA
3570,"Lepus americanus",0,NA
3571,"Clostera albosigma",0,NA
3572,"Bidens discoidea",0,NA
3573,"Polystepha pilulae",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3574,"Gymnosporangium clavipes",0,NA
3575,"Orchelimum nigripes",0,NA
3576,"Nymphoides peltata",1,NA
3577,"Meripilus sumstinei",0,NA
3578,"Bembidion affine",0,NA
3579,"Urophora quadrifasciata",1,NA
3580,"Lebia fuscata",0,NA
3581,"Erysimum cheiri",1,NA
3582,"Bittacus strigosus",0,NA
3583,"Elophila tinealis",0,NA
3584,"Philhelius flavipes",NA,"Results is empty"
3585,"Kleidocerys resedae",0,NA
3586,"Lyophyllum decastes",0,NA
3587,"Schizomyia impatientis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3588,"Lactarius indigo",0,NA
3589,"Paleacrita vernata",0,NA
3590,"Limnephilus ornatus",0,NA
3591,"Esox lucius",0,NA
3592,"Chaenomeles superba",NA,"Results is empty"
3593,"Prionyx parkeri",NA,"In argument: `subnationCode == ""QC""`."
3594,"Ethmia bipunctella",1,NA
3595,"Formica incerta",0,NA
3596,"Celithemis eponina",0,NA
3597,"Petrosedum orientale",NA,"Results is empty"
3598,"Hemicrepidius memnonius",0,NA
3599,"Moodna pallidostrinella",0,NA
3600,"Nicandra physalodes",1,NA
3601,"Hemileccinum hortonii",NA,"Results is empty"
3602,"Setophaga citrina",0,NA
3603,"Ancylis brauni",0,NA
3604,"Musculium partumeium",0,NA
3605,"Anusia nasicornis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3606,"Glipa oculata",0,NA
3607,"Hygrocybe cantharellus",0,NA
3608,"Daleomyces phillipsii",NA,"Results is empty"
3609,"Ulmus minor",1,NA
3610,"Grammia parthenice",NA,"No matching species"
3611,"Myrmeleon immaculatus",0,NA
3612,"Yakuhananomia bidentata",0,NA
3613,"Iridopsis ephyraria",0,NA
3614,"Amblyomma maculatum",1,NA
3615,"Aurantioporthe corni",NA,"Results is empty"
3616,"Macrochilo louisiana",0,NA
3617,"Caucasotachea vindobonensis",NA,"Results is empty"
3618,"Amanita rhacopus",0,NA
3619,"Berteroa incana",1,NA
3620,"Pectinatella magnifica",0,NA
3621,"Lasionycteris noctivagans",0,NA
3622,"Agaricus bitorquis",0,NA
3623,"Panus neostrigosus",0,NA
3624,"Rubroboletus rhodosanguineus",0,NA
3625,"Protonotaria citrea",0,NA
3626,"Pococera asperatella",0,NA
3627,"Mesoleuca ruficillata",0,NA
3628,"Cacopsylla annulata",0,NA
3629,"Dolichopus plumipes",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3630,"Dryophthorus americanus",0,NA
3631,"Ulmus parvifolia",NA,"In argument: `subnationCode == ""QC""`."
3632,"Leptobryum pyriforme",0,NA
3633,"Euclemensia bassettella",0,NA
3634,"Aphis craccae",1,NA
3635,"Eriosoma americanum",0,NA
3636,"Euxoa albipennis",0,NA
3637,"Epicauta murina",0,NA
3638,"Acronicta grisea",0,NA
3639,"Calledapteryx dryopterata",0,NA
3640,"Orgyia antiqua",0,NA
3641,"Herpetogramma pertextalis",0,NA
3642,"Thalera pistasciaria",0,NA
3643,"Metalimnobia cinctipes",NA,"In argument: `subnationCode == ""QC""`."
3644,"Tapinoma sessile",0,NA
3645,"Gymnopus semihirtipes",0,NA
3646,"Pentacora ligata",0,NA
3647,"Lathropus vernalis",0,NA
3648,"Cornus mas",NA,"No matching species"
3649,"Xantholobus intermedia",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3650,"Vanderbylia fraxinea",NA,"No matching species"
3651,"Endria inimicus",NA,"No matching species"
3652,"Lonchoptera bifurcata",0,NA
3653,"Oxalis corniculata",1,NA
3654,"Bassaniana utahensis",0,NA
3655,"Heraeus plebejus",0,NA
3656,"Scandosorbus intermedia",NA,"No matching species"
3657,"Penthimia americana",0,NA
3658,"Anser albifrons",0,NA
3659,"Thyris maculata",0,NA
3660,"Oidaematophorus eupatorii",0,NA
3661,"Haploa confusa",0,NA
3662,"Notonecta irrorata",0,NA
3663,"Amelanchier sanguinea",0,NA
3664,"Megalonotus sabulicola",1,NA
3665,"Cylindroiulus punctatus",1,NA
3666,"Ancistrocerus waldenii",0,NA
3667,"Plagiognathus politus",0,NA
3668,"Ilisia graphica",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3669,"Echmepteryx hageni",NA,"Results is empty"
3670,"Prescottia lobata",0,NA
3671,"Erysiphe lonicerae",NA,"Results is empty"
3672,"Liburniella ornata",0,NA
3673,"Aoplus confirmatus",NA,"Results is empty"
3674,"Moxostoma anisurum",0,NA
3675,"Lebia ornata",0,NA
3676,"Polyozosia sambuci",NA,"No matching species"
3677,"Chaenorhinum minus",1,NA
3678,"Cryptocephalus moraei",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3679,"Morone americana",0,NA
3680,"Pemphigus spyrothecae",1,NA
3681,"Hieracium maculatum",1,NA
3682,"Zanclognatha marcidilinea",0,NA
3683,"Oulema melanopus",1,NA
3684,"Zenodosus sanguineus",0,NA
3685,"Anthrenus polonicus",NA,"Results is empty"
3686,"Heliomata cycladata",0,NA
3687,"Spizella pallida",0,NA
3688,"Cantharellus enelensis",0,NA
3689,"Hypholoma fasciculare",0,NA
3690,"Bucephala islandica",0,NA
3691,"Rhododendron groenlandicum",0,NA
3692,"Lindernia dubia",0,NA
3693,"Neuroterus quercusverrucarum",NA,"Results is empty"
3694,"Barbara mappana",0,NA
3695,"Panellus stipticus",0,NA
3696,"Alectoris chukar",1,NA
3697,"Horisme intestinata",0,NA
3698,"Scutellaria lateriflora",0,NA
3699,"Ammocrypta pellucida",0,NA
3700,"Sus scrofa",1,NA
3701,"Streblotrichum convolutum",NA,"No matching species"
3702,"Tethida barda",0,NA
3703,"Acleris macdunnoughi",0,NA
3704,"Thymalus marginicollis",0,NA
3705,"Prunus tomentosa",1,NA
3706,"Sapyga louisi",NA,"Results is empty"
3707,"Panstenon poaphilum",0,NA
3708,"Corythucha juglandis",0,NA
3709,"Sympetrum danae",0,NA
3710,"Lota lota",0,NA
3711,"Gelechia lynceella",0,NA
3712,"Hericium erinaceus",0,NA
3713,"Pseudohydnum gelatinosum",0,NA
3714,"Geina periscelidactylus",0,NA
3715,"Dytiscus harrisii",0,NA
3716,"Formica exsectoides",0,NA
3717,"Aporrectodea rosea",1,NA
3718,"Andrena cressonii",0,NA
3719,"Sphecodes ranunculi",0,NA
3720,"Syrphus torvus",0,NA
3721,"Euplexia benesimilis",0,NA
3722,"Zavrelimyia bifasciata",0,NA
3723,"Aedes canadensis",0,NA
3724,"Quercus jackiana",NA,"No matching species"
3725,"Dichelonyx linearis",0,NA
3726,"Tapinella atrotomentosa",0,NA
3727,"Ampedus oblessus",0,NA
3728,"Caloplaca cerina",0,NA
3729,"Anthophora bomboides",0,NA
3730,"Habritys brevicornis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3731,"Rhagio hirta",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3732,"Aedes trivittatus",0,NA
3733,"Theridula emertoni",0,NA
3734,"Clavaria zollingeri",0,NA
3735,"Zizania aquatica",0,NA
3736,"Cuterebra fontinella",0,NA
3737,"Callizzia amorata",0,NA
3738,"Celypha cespitana",0,NA
3739,"Grus canadensis",NA,"No matching species"
3740,"Astrantia major",NA,"Results is empty"
3741,"Nemophila maculata",NA,"No data for Canada"
3742,"Amara rubrica",0,NA
3743,"Meronera venustula",0,NA
3744,"Condylostylus flavipes",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3745,"Chondestes grammacus",0,NA
3746,"Climacium americanum",0,NA
3747,"Tutelina similis",0,NA
3748,"Enchodes sericea",0,NA
3749,"Paralobesia viteana",0,NA
3750,"Eschscholzia californica",1,NA
3751,"Epitheca cynosura",0,NA
3752,"Sphiximorpha willistoni",0,NA
3753,"Mycenastrum corium",0,NA
3754,"Hemileccinum subglabripes",0,NA
3755,"Herpetogramma aeglealis",0,NA
3756,"Bromus tectorum",1,NA
3757,"Nemognatha nemorensis",0,NA
3758,"Holcostethus limbolarius",0,NA
3759,"Ectemnius stirpicola",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3760,"Synanthedon proxima",0,NA
3761,"Prunus avium",1,NA
3762,"Coelotanypus scapularis",0,NA
3763,"Nectopsyche pavida",0,NA
3764,"Temnothorax ambiguus",0,NA
3765,"Caradrina multifera",0,NA
3766,"Steatoda borealis",0,NA
3767,"Chenopodiastrum hybridum",NA,"No matching species"
3768,"Alebra aurea",0,NA
3769,"Anisostena nigrita",0,NA
3770,"Gluphisia lintneri",0,NA
3771,"Hygrocybe conica",0,NA
3772,"Monochamus notatus",0,NA
3773,"Homaemus aeneifrons",0,NA
3774,"Syndemis afflictana",0,NA
3775,"Pimpinella saxifraga",1,NA
3776,"Hippodamia parenthesis",0,NA
3777,"Strangalepta abbreviata",0,NA
3778,"Podisus serieventris",0,NA
3779,"Lonicera japonica",1,NA
3780,"Neoitamus orphne",0,NA
3781,"Lepidocyrtus fimicolus",NA,"Results is empty"
3782,"Synuchus impunctatus",0,NA
3783,"Cryptotaenia japonica",NA,"Results is empty"
3784,"Craterellus foetidus",0,NA
3785,"Iridopsis vellivolata",0,NA
3786,"Hypholoma lateritium",0,NA
3787,"Habrosyne gloriosa",0,NA
3788,"Mimetus puritanus",0,NA
3789,"Acrolepia assectella",NA,"Results is empty"
3790,"Phylloxera caryae-semen",NA,"Results is empty"
3791,"Tibellus oblongus",0,NA
3792,"Metapelma spectabile",0,NA
3793,"Epitrix cucumeris",0,NA
3794,"Rhus pulvinata",NA,"No matching species"
3795,"Decodon verticillatus",0,NA
3796,"Nemorimyza posticata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3797,"Coelichneumon navus",NA,"Results is empty"
3798,"Liriomyza ptarmicae",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3799,"Aceria caulleryi",NA,"Results is empty"
3800,"Polygonum plebeium",NA,"No data for Canada"
3801,"Hypena eductalis",0,NA
3802,"Sthenopis thule",0,NA
3803,"Cortinarius bolaris",0,NA
3804,"Zanclognatha lituralis",0,NA
3805,"Eupsilia vinulenta",0,NA
3806,"Rhagoletis basiola",NA,"No matching species"
3807,"Houstonia caerulea",0,NA
3808,"Colinus virginianus",2,NA
3809,"Epinotia septemberana",0,NA
3810,"Ilisia venusta",NA,"No matching species"
3811,"Thylodrias contractus",1,NA
3812,"Cyrtolobus fenestrata",NA,"No matching species"
3813,"Euonymus latifolius",NA,"Results is empty"
3814,"Lophocolea heterophylla",0,NA
3815,"Tipula furca",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3816,"Carex gracillima",0,NA
3817,"Hyperplatys maculata",0,NA
3818,"Pseudiron centralis",0,NA
3819,"Eucirroedia pampina",0,NA
3820,"Psephenus herricki",0,NA
3821,"Opilio parietinus",2,NA
3822,"Pseudomonas syringae",NA,"Results is empty"
3823,"Tipula borealis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3824,"Cyprinus rubrofuscus",NA,"Results is empty"
3825,"Convolvulus tricolor",NA,"Results is empty"
3826,"Parapoynx maculalis",0,NA
3827,"Golovinomyces salviae",NA,"Results is empty"
3828,"Lactarius chelidonium",0,NA
3829,"Puccinia sparganioidis",NA,"Results is empty"
3830,"Pterodontia flavipes",0,NA
3831,"Cortinarius malodorus",NA,"Results is empty"
3832,"Stigmella intermedia",0,NA
3833,"Neomida bicornis",0,NA
3834,"Orthops scutellatus",0,NA
3835,"Araneus nordmanni",0,NA
3836,"Omalus biaccinctus",NA,"Results is empty"
3837,"Monostegia abdominalis",1,NA
3838,"Cenopis directana",0,NA
3839,"Orius tristicolor",0,NA
3840,"Tetranychus urticae",NA,"In argument: `subnationCode == ""QC""`."
3841,"Hygrotus nubilus",NA,"No matching species"
3842,"Spirodela polyrhiza",0,NA
3843,"Rumex verticillatus",0,NA
3844,"Gillmeria pallidactyla",0,NA
3845,"Habrosyne scripta",0,NA
3846,"Caloptilia bimaculatella",0,NA
3847,"Icterus spurius",0,NA
3848,"Sorex palustris",0,NA
3849,"Aquilegia chrysantha",NA,"No data for Canada"
3850,"Ancylis muricana",0,NA
3851,"Helina depuncta",NA,"Results is empty"
3852,"Tremella mesenterica",0,NA
3853,"Gnorimella maculosa",0,NA
3854,"Nabalus racemosus",NA,"No matching species"
3855,"Cabera variolaria",0,NA
3856,"Lamium hybridum",NA,"No matching species"
3857,"Stegobium paniceum",1,NA
3858,"Acronicta insularis",0,NA
3859,"Carex backii",0,NA
3860,"Plagodis phlogosaria",0,NA
3861,"Leuconycta lepidula",0,NA
3862,"Pelochrista derelicta",0,NA
3863,"Microtechnites bractatus",NA,"No matching species"
3864,"Cochlicopa lubrica",0,NA
3865,"Lygocoris pabulinus",0,NA
3866,"Tipula abdominalis",NA,"In argument: `subnationCode == ""QC""`."
3867,"Eucallipterus tiliae",1,NA
3868,"Eutreta novaeboracensis",0,NA
3869,"Stelidota geminata",0,NA
3870,"Latrodectus geometricus",NA,"No data for Canada"
3871,"Sawadaea bicornis",NA,"Results is empty"
3872,"Symphyotrichum racemosum",0,NA
3873,"Meleoma signoretii",0,NA
3874,"Harrisimemna trisignata",0,NA
3875,"Apoda y-inversa",0,NA
3876,"Cuterebra abdominalis",NA,"Results is empty"
3877,"Leucoagaricus rubrotinctus",0,NA
3878,"Lascoria ambigualis",0,NA
3879,"Russula aurea",0,NA
3880,"Anisodactylus merula",0,NA
3881,"Allium giganteum",NA,"No matching species"
3882,"Icteria virens",0,NA
3883,"Caryomyia ansericollum",NA,"Results is empty"
3884,"Cerastium holosteoides",NA,"Results is empty"
3885,"Trichocera annulata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3886,"Apocephalus coquilletti",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3887,"Molinia caerulea",1,NA
3888,"Liriomyza carphephori",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3889,"Viola affinis",0,NA
3890,"Lentinus levis",0,NA
3891,"Leucocoprinus ianthinus",0,NA
3892,"Bassia scoparia",1,NA
3893,"Dasineura salicifoliae",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3894,"Entoloma flavoviride",0,NA
3895,"Hordeum vulgare",1,NA
3896,"Phidippus whitmani",0,NA
3897,"Agonopterix pulvipennella",0,NA
3898,"Bellura obliqua",0,NA
3899,"Pholcus opilionoides",1,NA
3900,"Carex leptonervia",0,NA
3901,"Dolichopus reflectus",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3902,"Acmella oleracea",NA,"Results is empty"
3903,"Acleris chalybeana",0,NA
3904,"Chironomus ochreatus",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3905,"Aruncus dioicus",1,NA
3906,"Scleroderma citrinum",0,NA
3907,"Geomyza tripunctata",1,NA
3908,"Syringa reticulata",1,NA
3909,"Chlaenius sericeus",0,NA
3910,"Bleptina caradrinalis",0,NA
3911,"Olethreutes bipartitana",0,NA
3912,"Cerceris fumipennis",NA,"In argument: `subnationCode == ""QC""`."
3913,"Gastrophysa polygoni",1,NA
3914,"Bibarrambla allenella",0,NA
3915,"Anemone apennina",NA,"Results is empty"
3916,"Calopteron reticulatum",0,NA
3917,"Oecanthus exclamationis",0,NA
3918,"Larus glaucoides",0,NA
3919,"Ramularia brunnea",NA,"No matching species"
3920,"Pontania proxima",NA,"No matching species"
3921,"Cercyon laminatus",1,NA
3922,"Epinotia medioviridana",0,NA
3923,"Pachybrachis bivittatus",0,NA
3924,"Pheosidea elegans",0,NA
3925,"Amphipyra glabella",0,NA
3926,"Vitronura giselae",NA,"Results is empty"
3927,"Barbarea stricta",1,NA
3928,"Choristoneura fractivittana",0,NA
3929,"Castianeira cingulata",0,NA
3930,"Novisuccinea ovalis",0,NA
3931,"Limnodromus griseus",0,NA
3932,"Helius flavipes",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3933,"Apantesis phalerata",0,NA
3934,"Schizachyrium scoparium",0,NA
3935,"Euderces picipes",0,NA
3936,"Clitocybula oculus",0,NA
3937,"Trametes lactinea",NA,"Results is empty"
3938,"Arion ater",1,NA
3939,"Panicum dichotomiflorum",1,NA
3940,"Achillea asiatica",NA,"Results is empty"
3941,"Kretzschmaria deusta",0,NA
3942,"Silene flos-cuculi",1,NA
3943,"Desmocerus palliatus",0,NA
3944,"Koenigia fennica",NA,"No matching species"
3945,"Telamona tristis",0,NA
3946,"Caloscypha fulgens",0,NA
3947,"Dryopteris clintoniana",0,NA
3948,"Prochoreutis inflatella",0,NA
3949,"Telephanus velox",NA,"No matching species"
3950,"Megachile sculpturalis",1,NA
3951,"Physconia detersa",0,NA
3952,"Neolygus tiliae",0,NA
3953,"Mordellina pustulata",0,NA
3954,"Mordellistena cervicalis",0,NA
3955,"Trirhabda borealis",0,NA
3956,"Humidicutis marginata",0,NA
3957,"Agriphila ruricolellus",0,NA
3958,"Furcula borealis",0,NA
3959,"Hillia iris",0,NA
3960,"Furcula cinerea",0,NA
3961,"Miscanthus sacchariflorus",1,NA
3962,"Diachrysia aereoides",0,NA
3963,"Phalaenostola eumelusalis",0,NA
3964,"Pandemis limitata",0,NA
3965,"Pupilla muscorum",0,NA
3966,"Nephrotoma alterna",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3967,"Otiorhynchus rugosostriatus",1,NA
3968,"Ophiomyia maura",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3969,"Catharus minimus",0,NA
3970,"Bartheletia paradoxa",NA,"Results is empty"
3971,"Lasioglossum coriaceum",0,NA
3972,"Sympetrum costiferum",0,NA
3973,"Linum grandiflorum",NA,"No data for Canada"
3974,"Ophiderma pubescens",0,NA
3975,"Amanita flavorubens",0,NA
3976,"Swammerdamia lutarea",NA,"Results is empty"
3977,"Digrammia continuata",0,NA
3978,"Chelostoma rapunculi",1,NA
3979,"Ipomoea tricolor",NA,"No data for Canada"
3980,"Ampedus linteus",0,NA
3981,"Crepidotus crocophyllus",0,NA
3982,"Salvia splendens",NA,"No data for Canada"
3983,"Calvatia cyathiformis",0,NA
3984,"Physcia caesia",0,NA
3985,"Gibbium aequinoctiale",1,NA
3986,"Tylozygus bifidus",0,NA
3987,"Pseudoxenos tigridis",0,NA
3988,"Sphenophorus zeae",0,NA
3989,"Taphrina farlowii",NA,"Results is empty"
3990,"Ufeus satyricus",0,NA
3991,"Rorippa islandica",NA,"No data for Canada"
3992,"Chlorochroa persimilis",0,NA
3993,"Colletes simulans",0,NA
3994,"Agonum cupripenne",0,NA
3995,"Tylopilus felleus",0,NA
3996,"Strophitus undulatus",0,NA
3997,"Sparganium emersum",0,NA
3998,"Calliphora vicina",0,NA
3999,"Baeospora myosura",0,NA
4000,"Aderus populneus",1,NA
4001,"Protophormia terraenovae",0,NA
4002,"Crocus tommasinianus",NA,"No matching species"
4003,"Phegopteris hexagonoptera",0,NA
4004,"Geastrum saccatum",0,NA
4005,"Stenocranus dorsalis",0,NA
4006,"Acraspis quercushirta",NA,"Results is empty"
4007,"Pseudohermonassa bicarnea",0,NA
4008,"Falcaria bilineata",NA,"Results is empty"
4009,"Carex scoparia",0,NA
4010,"Metarranthis hypochraria",0,NA
4011,"Eubaphe mendica",0,NA
4012,"Arthrophaga myriapodina",NA,"Results is empty"
4013,"Elinora flaveola",NA,"Results is empty"
4014,"Acronicta rubricoma",0,NA
4015,"Scirpus cyperinus",0,NA
4016,"Trimerotropis verruculata",0,NA
4017,"Platycerus quercus",0,NA
4018,"Symmerista albifrons",0,NA
4019,"Carex pallescens",0,NA
4020,"Phaeophyscia rubropulchra",0,NA
4021,"Formica subsericea",0,NA
4022,"Blatta orientalis",1,NA
4023,"Podabrus rugosulus",0,NA
4024,"Liriomyza philadelphivora",NA,"no applicable method for 'filter' applied to an object of class ""list"""
4025,"Lasioglossum nigroviride",0,NA
4026,"Bactra verutana",0,NA
4027,"Persicaria hydropiper",1,NA
4028,"Elaphria alapallida",0,NA
4029,"Lithophane georgii",0,NA
4030,"Protitame virginalis",0,NA
4031,"Gyroporus cyanescens",0,NA
4032,"Leucania linita",NA,"No data for Canada"
4033,"Argyrotaenia mariana",0,NA
4034,"Thysanocnemis bischoffi",NA,"No matching species"
4035,"Stigmella populetorum",0,NA
4036,"Cerceris nigrescens",0,NA
4037,"Glyphopsyche irrorata",0,NA
4038,"Stropenron hamata",NA,"Results is empty"
4039,"Trochulus hispidus",1,NA
4040,"Strongylium tenuicolle",0,NA
4041,"Blaesodiplosis venae",NA,"Results is empty"
4042,"Renia discoloralis",0,NA
4043,"Golovinomyces asperifoliorum",NA,"Results is empty"
4044,"Viola renifolia",0,NA
4045,"Phenolia grossa",0,NA
4046,"Tenomerga cinerea",0,NA
4047,"Dolichopus ramifer",NA,"no applicable method for 'filter' applied to an object of class ""list"""
4048,"Gluphisia avimacula",0,NA
4049,"Platypolia anceps",0,NA
4050,"Physella gyrina",0,NA
4051,"Araneus marmoreus",0,NA
4052,"Phaeoura quernaria",0,NA
4053,"Trixoscelis fumipennis",0,NA
4054,"Clastoptera obtusa",0,NA
4055,"Deuterosminthurus bicinctus",NA,"Results is empty"
4056,"Grapholita interstinctana",0,NA
4057,"Passaloecus gracilis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
4058,"Eumarozia malachitana",0,NA
4059,"Meroptera pravella",0,NA
4060,"Pterostichus mutus",0,NA
4061,"Hentzia mitrata",0,NA
4062,"Iberis amara",1,NA
4063,"Dolichomitus irritator",NA,"Results is empty"
4064,"Gyroporus castaneus",0,NA
4065,"Pycnoporellus fulgens",0,NA
4066,"Hieracium umbellatum",0,NA
4067,"Hydnoporia tabacina",NA,"No matching species"
4068,"Vicia villosa",1,NA
4069,"Nitellopsis obtusa",NA,"Results is empty"
4070,"Smerinthus jamaicensis",0,NA
4071,"Papaipema eupatorii",0,NA
4072,"Semioscopis packardella",0,NA
4073,"Pyla fusca",0,NA
4074,"Pemphigus obesinymphae",NA,"Results is empty"
4075,"Banasa euchlora",0,NA
4076,"Suillus spraguei",0,NA
4077,"Hemicrepidius hemipodus",NA,"No data for Canada"
4078,"Amphipoea americana",0,NA
4079,"Olethreutes tilianum",0,NA
4080,"Hypagyrtis unipunctata",0,NA
4081,"Auplopus carbonarius",NA,"Results is empty"
4082,"Bistorta affinis",NA,"Results is empty"
4083,"Lixus rubellus",0,NA
4084,"Amanita multisquamosa",0,NA
4085,"Willowsia buski",0,NA
